X_h	M_min	N_ion	R_mfp
0.096	217.89	114.74	31.1
0.671	633.68	105.26	10.34
0.363	384.21	152.63	12.65
0.339	508.95	162.11	24.18
0.657	217.89	48.42	5.73
0.548	301.05	86.32	8.04
0.753	758.42	86.32	35.71
0.297	633.68	200.0	35.71
0.227	217.89	95.79	24.18
0.329	384.21	143.16	17.26
0.0	93.16	171.58	24.18
0.179	425.79	171.58	31.1
0.0	176.32	181.05	40.32
0.341	259.47	86.32	38.01
0.522	633.68	152.63	14.96
0.471	508.95	124.21	33.4
0.104	51.58	48.42	24.18
0.239	301.05	133.68	19.57
0.716	425.79	57.89	35.71
0.439	51.58	29.47	14.96
0.343	342.63	124.21	17.26
0.254	592.11	200.0	35.71
0.533	217.89	67.37	8.04
0.046	93.16	95.79	19.57
0.935	675.26	20.0	10.34
0.807	758.42	67.37	14.96
0.011	259.47	200.0	31.1
0.678	800.0	133.68	10.34
0.735	633.68	105.26	5.73
0.566	467.37	181.05	5.73
0.652	716.84	114.74	26.48
0.014	51.58	57.89	33.4
0.861	758.42	48.42	38.01
0.367	550.53	171.58	21.87
0.102	51.58	76.84	10.34
0.458	467.37	124.21	19.57
0.857	592.11	38.95	21.87
0.524	550.53	152.63	10.34
0.639	633.68	105.26	33.4
0.754	93.16	95.79	1.12
0.741	508.95	67.37	8.04
0.91	301.05	162.11	1.12
0.21	217.89	114.74	17.26
0.275	259.47	133.68	12.65
0.967	675.26	133.68	1.12
0.136	301.05	152.63	24.18
0.206	51.58	152.63	3.43
0.024	217.89	133.68	38.01
0.434	134.74	48.42	26.48
0.843	800.0	57.89	14.96
0.16	342.63	143.16	33.4
0.425	550.53	162.11	17.26
0.834	758.42	57.89	31.1
0.856	259.47	20.0	17.26
0.456	467.37	143.16	12.65
0.56	800.0	162.11	26.48
0.945	800.0	20.0	35.71
0.372	259.47	95.79	14.96
0.15	384.21	162.11	33.4
0.217	508.95	200.0	26.48
0.716	800.0	105.26	19.57
0.486	384.21	95.79	24.18
0.934	633.68	20.0	3.43
0.181	425.79	162.11	38.01
0.973	758.42	67.37	1.12
0.087	176.32	143.16	17.26
0.464	592.11	181.05	12.65
0.768	384.21	67.37	3.43
0.933	384.21	105.26	1.12
0.455	758.42	190.53	26.48
0.434	633.68	162.11	33.4
0.776	134.74	20.0	40.32
0.524	633.68	143.16	19.57
0.837	508.95	38.95	24.18
0.639	633.68	105.26	35.71
0.13	342.63	190.53	21.87
0.1	259.47	162.11	21.87
0.742	800.0	95.79	17.26
0.789	592.11	57.89	40.32
0.54	633.68	133.68	31.1
0.587	550.53	105.26	35.71
0.232	467.37	162.11	40.32
0.672	758.42	114.74	26.48
0.423	633.68	181.05	19.57
0.931	384.21	200.0	1.12
0.228	176.32	162.11	8.04
0.701	467.37	86.32	5.73
0.574	633.68	124.21	26.48
0.834	633.68	48.42	38.01
0.383	550.53	171.58	19.57
0.741	467.37	57.89	12.65
0.036	342.63	181.05	40.32
0.0	93.16	143.16	31.1
0.823	592.11	48.42	24.18
0.065	301.05	181.05	26.48
0.718	508.95	67.37	40.32
0.62	758.42	133.68	21.87
0.266	93.16	48.42	35.71
0.032	217.89	190.53	21.87
0.444	800.0	200.0	40.32
0.012	217.89	190.53	26.48
0.837	217.89	20.0	12.65
0.0	93.16	114.74	33.4
0.623	716.84	124.21	24.18
0.0	10.0	133.68	38.01
0.51	716.84	162.11	24.18
0.793	384.21	38.95	12.65
0.772	425.79	48.42	8.04
0.894	758.42	48.42	3.43
0.0	10.0	38.95	31.1
0.915	758.42	29.47	21.87
0.411	384.21	114.74	19.57
0.479	550.53	133.68	24.18
0.129	217.89	162.11	14.96
0.414	675.26	181.05	28.79
0.162	301.05	143.16	24.18
0.71	758.42	171.58	5.73
0.19	217.89	95.79	31.1
0.0	10.0	114.74	24.18
0.561	758.42	152.63	40.32
0.855	425.79	29.47	10.34
0.376	675.26	200.0	24.18
0.755	592.11	67.37	17.26
0.956	550.53	162.11	1.12
0.015	93.16	124.21	19.57
0.709	217.89	38.95	5.73
0.001	259.47	200.0	40.32
0.0	10.0	95.79	24.18
0.931	633.68	20.0	38.01
0.559	633.68	133.68	17.26
0.704	675.26	143.16	5.73
0.308	508.95	200.0	17.26
0.401	508.95	152.63	19.57
0.434	592.11	152.63	31.1
0.672	633.68	95.79	31.1
0.669	800.0	124.21	17.26
0.513	716.84	171.58	17.26
0.478	800.0	190.53	31.1
0.924	758.42	29.47	3.43
0.068	134.74	124.21	17.26
0.62	716.84	181.05	8.04
0.848	217.89	20.0	3.43
0.0	93.16	133.68	31.1
0.139	259.47	143.16	21.87
0.731	800.0	162.11	5.73
0.857	716.84	76.84	3.43
0.532	758.42	162.11	35.71
0.427	592.11	152.63	40.32
0.679	675.26	171.58	5.73
0.368	217.89	76.84	21.87
0.53	217.89	57.89	14.96
0.701	467.37	67.37	12.65
0.383	550.53	152.63	38.01
0.562	217.89	124.21	3.43
0.922	550.53	20.0	40.32
0.621	633.68	114.74	14.96
0.884	550.53	29.47	26.48
0.249	217.89	95.79	21.87
0.827	467.37	38.95	8.04
0.503	467.37	114.74	17.26
0.755	592.11	67.37	28.79
0.961	592.11	86.32	1.12
0.015	134.74	114.74	28.79
0.565	467.37	95.79	33.4
0.318	592.11	181.05	35.71
0.513	508.95	181.05	8.04
0.514	550.53	143.16	12.65
0.149	217.89	105.26	28.79
0.856	259.47	20.0	24.18
0.71	716.84	95.79	33.4
0.016	134.74	190.53	17.26
0.837	508.95	38.95	33.4
0.866	758.42	76.84	3.43
0.0	51.58	162.11	33.4
0.588	550.53	105.26	26.48
0.558	508.95	105.26	24.18
0.115	342.63	200.0	21.87
0.499	467.37	171.58	8.04
0.915	301.05	76.84	1.12
0.678	508.95	76.84	38.01
0.061	301.05	162.11	33.4
0.297	508.95	162.11	35.71
0.807	758.42	67.37	28.79
0.041	51.58	57.89	24.18
0.802	633.68	57.89	31.1
0.306	508.95	181.05	21.87
0.915	758.42	29.47	8.04
0.872	301.05	20.0	21.87
0.622	592.11	105.26	17.26
0.659	425.79	95.79	5.73
0.409	217.89	86.32	10.34
0.638	508.95	86.32	35.71
0.333	675.26	200.0	38.01
0.672	384.21	171.58	3.43
0.705	633.68	86.32	26.48
0.507	633.68	143.16	28.79
0.721	176.32	29.47	40.32
0.95	467.37	57.89	1.12
0.881	716.84	38.95	14.96
0.456	467.37	133.68	14.96
0.699	758.42	105.26	28.79
0.21	425.79	200.0	19.57
0.441	134.74	124.21	3.43
0.563	758.42	152.63	26.48
0.597	758.42	143.16	19.57
0.022	217.89	152.63	31.1
0.638	508.95	86.32	33.4
0.833	467.37	38.95	5.73
0.538	716.84	152.63	24.18
0.931	633.68	20.0	24.18
0.78	758.42	76.84	24.18
0.782	467.37	48.42	17.26
0.112	259.47	143.16	24.18
0.003	134.74	124.21	33.4
0.824	592.11	48.42	10.34
0.756	550.53	76.84	5.73
0.752	758.42	124.21	5.73
0.012	10.0	86.32	8.04
0.033	301.05	200.0	28.79
0.0	51.58	133.68	24.18
0.774	550.53	57.89	17.26
0.857	592.11	38.95	19.57
0.792	800.0	76.84	28.79
0.439	550.53	143.16	26.48
0.0	10.0	133.68	12.65
0.661	633.68	171.58	5.73
0.068	93.16	86.32	19.57
0.102	301.05	200.0	19.57
0.59	384.21	76.84	21.87
0.005	176.32	181.05	26.48
0.857	592.11	38.95	24.18
0.003	93.16	95.79	33.4
0.705	633.68	86.32	24.18
0.843	800.0	57.89	19.57
0.751	467.37	114.74	3.43
0.767	93.16	67.37	1.12
0.716	259.47	57.89	3.43
0.163	217.89	95.79	38.01
0.716	342.63	48.42	38.01
0.966	675.26	200.0	1.12
0.706	633.68	86.32	19.57
0.817	633.68	105.26	3.43
0.424	93.16	86.32	3.43
0.215	259.47	124.21	19.57
0.048	217.89	171.58	21.87
0.568	675.26	133.68	38.01
0.63	800.0	143.16	14.96
0.607	301.05	171.58	3.43
0.323	425.79	133.68	33.4
0.0	10.0	181.05	40.32
0.818	675.26	133.68	3.43
0.071	93.16	67.37	31.1
0.019	51.58	57.89	31.1
0.244	134.74	162.11	5.73
0.657	716.84	114.74	17.26
0.613	550.53	181.05	5.73
0.787	259.47	29.47	10.34
0.0	134.74	152.63	40.32
0.821	425.79	48.42	3.43
0.735	384.21	57.89	5.73
0.001	176.32	152.63	38.01
0.012	217.89	152.63	35.71
0.229	301.05	124.21	24.18
0.179	342.63	190.53	17.26
0.145	259.47	181.05	14.96
0.488	176.32	143.16	3.43
0.595	633.68	124.21	14.96
0.735	675.26	86.32	10.34
0.82	425.79	38.95	5.73
0.003	93.16	171.58	19.57
0.79	592.11	57.89	12.65
0.0	10.0	67.37	17.26
0.021	176.32	124.21	33.4
0.879	508.95	29.47	5.73
0.555	342.63	95.79	8.04
0.809	425.79	38.95	28.79
0.623	51.58	20.0	17.26
0.855	425.79	29.47	35.71
0.479	425.79	105.26	26.48
0.759	550.53	190.53	3.43
0.174	425.79	162.11	40.32
0.029	51.58	105.26	12.65
0.359	550.53	190.53	17.26
0.407	716.84	190.53	35.71
0.834	633.68	48.42	17.26
0.559	800.0	171.58	17.26
0.455	800.0	200.0	28.79
0.246	301.05	200.0	10.34
0.005	176.32	143.16	35.71
0.916	508.95	20.0	38.01
0.476	467.37	114.74	28.79
0.536	716.84	152.63	26.48
0.843	800.0	57.89	24.18
0.01	51.58	190.53	10.34
0.427	675.26	181.05	24.18
0.347	301.05	95.79	40.32
0.755	592.11	67.37	19.57
0.753	758.42	86.32	28.79
0.637	51.58	114.74	1.12
0.717	467.37	190.53	3.43
0.495	758.42	181.05	21.87
0.0	51.58	200.0	21.87
0.463	758.42	200.0	19.57
0.927	592.11	20.0	35.71
0.409	758.42	200.0	40.32
0.0	93.16	190.53	24.18
0.47	176.32	162.11	3.43
0.201	467.37	171.58	38.01
0.866	467.37	29.47	31.1
0.008	259.47	171.58	40.32
0.784	592.11	152.63	3.43
0.723	675.26	86.32	21.87
0.511	51.58	29.47	5.73
0.863	716.84	48.42	5.73
0.132	93.16	67.37	21.87
0.585	800.0	152.63	40.32
0.793	384.21	38.95	24.18
0.343	508.95	152.63	33.4
0.0	51.58	143.16	40.32
0.547	633.68	133.68	21.87
0.67	425.79	67.37	35.71
0.547	425.79	171.58	5.73
0.146	176.32	95.79	24.18
0.675	633.68	95.79	17.26
0.629	758.42	152.63	10.34
0.409	633.68	171.58	28.79
0.587	550.53	105.26	38.01
0.737	550.53	67.37	26.48
0.21	425.79	162.11	31.1
0.411	384.21	190.53	8.04
0.623	301.05	57.89	35.71
0.925	342.63	86.32	1.12
0.091	134.74	124.21	14.96
0.225	467.37	200.0	21.87
0.91	467.37	20.0	31.1
0.488	467.37	143.16	10.34
0.584	93.16	29.47	19.57
0.353	592.11	190.53	21.87
0.0	93.16	200.0	26.48
0.573	633.68	124.21	38.01
0.016	10.0	38.95	17.26
0.383	384.21	162.11	10.34
0.093	217.89	124.21	26.48
0.558	508.95	105.26	26.48
0.91	716.84	29.47	17.26
0.485	342.63	86.32	33.4
0.718	259.47	38.95	14.96
0.545	592.11	124.21	26.48
0.927	342.63	67.37	1.12
0.209	93.16	95.79	8.04
0.484	800.0	190.53	26.48
0.0	51.58	95.79	38.01
0.772	342.63	38.95	35.71
0.203	93.16	57.89	21.87
0.952	508.95	114.74	1.12
0.012	51.58	95.79	17.26
0.556	508.95	105.26	33.4
0.565	467.37	95.79	31.1
0.653	467.37	76.84	35.71
0.02	259.47	181.05	31.1
0.163	217.89	143.16	14.96
0.847	550.53	38.95	40.32
0.155	301.05	181.05	17.26
0.0	10.0	105.26	26.48
0.015	51.58	162.11	10.34
0.024	342.63	200.0	38.01
0.866	467.37	29.47	38.01
0.064	134.74	114.74	19.57
0.783	675.26	67.37	24.18
0.166	217.89	114.74	21.87
0.592	800.0	171.58	12.65
0.149	301.05	133.68	31.1
0.834	758.42	57.89	26.48
0.855	425.79	29.47	33.4
0.109	51.58	133.68	5.73
0.694	51.58	48.42	1.12
0.716	425.79	57.89	31.1
0.42	675.26	181.05	26.48
0.492	301.05	105.26	8.04
0.971	716.84	48.42	1.12
0.776	134.74	20.0	28.79
0.011	10.0	29.47	31.1
0.697	675.26	114.74	8.04
0.038	342.63	200.0	33.4
0.01	259.47	190.53	33.4
0.576	800.0	181.05	12.65
0.686	301.05	48.42	24.18
0.0	134.74	190.53	38.01
0.316	259.47	133.68	10.34
0.975	716.84	20.0	1.12
0.115	93.16	95.79	12.65
0.32	592.11	190.53	26.48
0.428	217.89	67.37	31.1
0.078	134.74	86.32	28.79
0.898	633.68	29.47	12.65
0.294	592.11	200.0	26.48
0.742	384.21	48.42	33.4
0.283	51.58	95.79	3.43
0.809	425.79	38.95	38.01
0.19	51.58	171.58	3.43
0.469	467.37	152.63	10.34
0.796	716.84	67.37	24.18
0.904	675.26	29.47	17.26
0.491	384.21	95.79	21.87
0.458	301.05	162.11	5.73
0.15	93.16	124.21	8.04
0.463	259.47	86.32	10.34
0.009	93.16	95.79	28.79
0.932	384.21	162.11	1.12
0.847	550.53	38.95	21.87
0.324	633.68	190.53	38.01
0.699	758.42	105.26	38.01
0.648	259.47	48.42	35.71
0.972	758.42	171.58	1.12
0.179	301.05	124.21	33.4
0.21	217.89	162.11	10.34
0.876	508.95	29.47	17.26
0.053	93.16	67.37	35.71
0.43	176.32	57.89	33.4
0.295	301.05	105.26	31.1
0.272	342.63	133.68	21.87
0.183	51.58	48.42	14.96
0.0	93.16	114.74	40.32
0.011	134.74	105.26	35.71
0.0	51.58	200.0	17.26
0.341	217.89	76.84	31.1
0.481	675.26	162.11	24.18
0.741	800.0	95.79	21.87
0.789	592.11	57.89	21.87
0.673	176.32	48.42	3.43
0.698	633.68	133.68	5.73
0.302	134.74	57.89	33.4
0.761	675.26	76.84	10.34
0.366	675.26	190.53	38.01
0.549	550.53	114.74	28.79
0.426	259.47	76.84	33.4
0.004	10.0	124.21	8.04
0.774	550.53	57.89	24.18
0.847	550.53	38.95	33.4
0.092	134.74	143.16	12.65
0.23	259.47	181.05	10.34
0.023	217.89	181.05	24.18
0.758	217.89	29.47	24.18
0.248	550.53	190.53	33.4
0.857	592.11	38.95	12.65
0.419	633.68	190.53	17.26
0.093	176.32	105.26	26.48
0.56	301.05	67.37	31.1
0.56	758.42	200.0	10.34
0.471	592.11	143.16	31.1
0.203	10.0	20.0	38.01
0.002	93.16	124.21	26.48
0.449	259.47	105.26	8.04
0.633	758.42	133.68	14.96
0.898	259.47	95.79	1.12
0.687	384.21	143.16	3.43
0.443	384.21	133.68	10.34
0.004	93.16	200.0	17.26
0.602	675.26	181.05	8.04
0.0	93.16	133.68	28.79
0.486	134.74	95.79	3.43
0.127	301.05	133.68	35.71
0.246	217.89	190.53	8.04
0.203	217.89	105.26	21.87
0.922	550.53	20.0	21.87
0.0	93.16	105.26	40.32
0.249	342.63	133.68	24.18
0.145	217.89	152.63	14.96
0.0	10.0	143.16	38.01
0.946	467.37	190.53	1.12
0.638	508.95	86.32	40.32
0.0	10.0	95.79	21.87
0.211	508.95	181.05	40.32
0.671	425.79	67.37	17.26
0.0	51.58	200.0	26.48
0.548	716.84	162.11	14.96
0.448	758.42	190.53	31.1
0.781	134.74	20.0	5.73
0.785	716.84	76.84	8.04
0.256	384.21	171.58	17.26
0.408	508.95	181.05	12.65
0.628	467.37	86.32	12.65
0.892	592.11	29.47	14.96
0.183	384.21	152.63	33.4
0.626	51.58	20.0	10.34
0.331	633.68	200.0	26.48
0.934	384.21	86.32	1.12
0.309	10.0	29.47	3.43
0.679	217.89	38.95	19.57
0.039	93.16	190.53	10.34
0.119	301.05	152.63	26.48
0.723	675.26	86.32	31.1
0.218	384.21	190.53	17.26
0.615	592.11	105.26	31.1
0.054	176.32	152.63	19.57
0.574	217.89	67.37	5.73
0.624	93.16	29.47	5.73
0.526	425.79	95.79	28.79
0.741	800.0	95.79	35.71
0.877	800.0	48.42	5.73
0.771	592.11	67.37	8.04
0.603	342.63	67.37	28.79
0.661	675.26	105.26	33.4
0.041	93.16	124.21	14.96
0.843	384.21	29.47	14.96
0.233	176.32	76.84	31.1
0.762	93.16	76.84	1.12
0.948	467.37	86.32	1.12
0.431	176.32	57.89	31.1
0.404	342.63	105.26	19.57
0.143	134.74	133.68	10.34
0.071	301.05	162.11	31.1
0.317	134.74	114.74	5.73
0.004	51.58	105.26	19.57
0.554	800.0	181.05	14.96
0.484	342.63	171.58	5.73
0.726	758.42	95.79	33.4
0.588	384.21	76.84	38.01
0.801	467.37	48.42	5.73
0.135	384.21	171.58	31.1
0.064	93.16	95.79	17.26
0.696	467.37	67.37	26.48
0.013	134.74	133.68	24.18
0.054	134.74	152.63	14.96
0.746	508.95	162.11	3.43
0.739	467.37	57.89	35.71
0.427	259.47	95.79	10.34
0.523	633.68	181.05	10.34
0.625	550.53	95.79	28.79
0.399	716.84	200.0	26.48
0.198	301.05	200.0	12.65
0.306	134.74	76.84	10.34
0.645	758.42	124.21	24.18
0.589	758.42	143.16	35.71
0.861	758.42	48.42	33.4
0.0	10.0	67.37	35.71
0.78	758.42	76.84	35.71
0.673	425.79	67.37	14.96
0.243	51.58	38.95	21.87
0.001	93.16	200.0	21.87
0.64	633.68	105.26	24.18
0.591	10.0	20.0	1.12
0.897	259.47	114.74	1.12
0.02	134.74	124.21	24.18
0.0	134.74	143.16	38.01
0.915	758.42	29.47	35.71
0.427	342.63	95.79	28.79
0.09	384.21	200.0	28.79
0.037	301.05	171.58	35.71
0.935	384.21	76.84	1.12
0.072	259.47	133.68	35.71
0.227	342.63	181.05	14.96
0.0	10.0	181.05	10.34
0.957	550.53	114.74	1.12
0.705	633.68	86.32	28.79
0.068	217.89	190.53	17.26
0.299	134.74	124.21	5.73
0.933	384.21	114.74	1.12
0.97	716.84	86.32	1.12
0.503	259.47	67.37	28.79
0.664	467.37	76.84	12.65
0.673	633.68	95.79	24.18
0.974	800.0	171.58	1.12
0.703	550.53	76.84	14.96
0.876	508.95	29.47	33.4
0.027	134.74	105.26	28.79
0.286	425.79	190.53	14.96
0.894	384.21	20.0	5.73
0.0	51.58	171.58	28.79
0.898	633.68	29.47	38.01
0.889	800.0	57.89	3.43
0.539	716.84	200.0	10.34
0.678	633.68	152.63	5.73
0.872	633.68	38.95	5.73
0.533	592.11	133.68	17.26
0.045	134.74	105.26	24.18
0.077	93.16	200.0	8.04
0.106	134.74	86.32	24.18
0.0	51.58	152.63	38.01
0.204	176.32	181.05	8.04
0.626	301.05	57.89	17.26
0.015	51.58	105.26	14.96
0.436	176.32	67.37	10.34
0.738	633.68	76.84	38.01
0.963	633.68	181.05	1.12
0.927	592.11	20.0	21.87
0.679	217.89	38.95	31.1
0.585	800.0	152.63	38.01
0.192	134.74	143.16	8.04
0.775	716.84	95.79	5.73
0.293	134.74	95.79	8.04
0.789	592.11	57.89	33.4
0.482	384.21	95.79	28.79
0.753	675.26	76.84	19.57
0.901	259.47	76.84	1.12
0.27	93.16	48.42	33.4
0.898	633.68	29.47	19.57
0.019	93.16	86.32	28.79
0.327	10.0	143.16	1.12
0.255	425.79	190.53	17.26
0.274	176.32	133.68	8.04
0.866	467.37	29.47	21.87
0.405	550.53	200.0	12.65
0.0	51.58	133.68	26.48
0.798	550.53	95.79	3.43
0.532	467.37	105.26	19.57
0.543	467.37	143.16	8.04
0.029	217.89	152.63	28.79
0.491	675.26	162.11	21.87
0.556	134.74	38.95	17.26
0.101	342.63	162.11	33.4
0.526	217.89	162.11	3.43
0.351	217.89	76.84	26.48
0.828	342.63	29.47	21.87
0.002	217.89	162.11	40.32
0.247	592.11	200.0	38.01
0.43	425.79	124.21	17.26
0.236	425.79	152.63	33.4
0.143	425.79	190.53	28.79
0.001	10.0	86.32	12.65
0.0	51.58	86.32	28.79
0.758	508.95	57.89	28.79
0.627	176.32	38.95	35.71
0.569	508.95	105.26	17.26
0.509	93.16	57.89	3.43
0.184	342.63	143.16	28.79
0.566	342.63	114.74	5.73
0.0	51.58	133.68	35.71
0.0	134.74	143.16	33.4
0.672	758.42	114.74	28.79
0.763	176.32	29.47	3.43
0.611	800.0	143.16	33.4
0.08	384.21	181.05	38.01
0.335	467.37	143.16	33.4
0.958	550.53	67.37	1.12
0.872	301.05	20.0	24.18
0.774	800.0	86.32	10.34
0.532	176.32	48.42	40.32
0.907	425.79	20.0	3.43
0.028	176.32	114.74	35.71
0.497	508.95	152.63	10.34
0.603	342.63	67.37	38.01
0.941	425.79	105.26	1.12
0.58	301.05	67.37	12.65
0.0	51.58	162.11	38.01
0.307	384.21	143.16	19.57
0.393	467.37	143.16	19.57
0.552	134.74	38.95	40.32
0.863	758.42	48.42	8.04
0.0	176.32	200.0	35.71
0.312	633.68	200.0	31.1
0.0	176.32	181.05	38.01
0.421	51.58	29.47	28.79
0.321	425.79	152.63	19.57
0.044	176.32	162.11	19.57
0.327	508.95	190.53	17.26
0.258	384.21	133.68	35.71
0.401	384.21	114.74	21.87
0.049	93.16	171.58	10.34
0.013	93.16	95.79	26.48
0.658	342.63	143.16	3.43
0.03	342.63	200.0	35.71
0.002	134.74	152.63	28.79
0.324	592.11	181.05	33.4
0.329	550.53	171.58	28.79
0.049	134.74	124.21	19.57
0.434	633.68	171.58	21.87
0.731	425.79	114.74	3.43
0.721	592.11	76.84	17.26
0.772	342.63	38.95	33.4
0.824	716.84	57.89	40.32
0.717	425.79	133.68	3.43
0.462	176.32	171.58	3.43
0.953	508.95	95.79	1.12
0.468	425.79	171.58	8.04
0.47	301.05	152.63	5.73
0.038	217.89	162.11	24.18
0.484	758.42	190.53	19.57
0.67	425.79	67.37	24.18
0.927	592.11	20.0	38.01
0.0	51.58	190.53	28.79
0.72	592.11	76.84	33.4
0.474	508.95	124.21	28.79
0.807	758.42	67.37	17.26
0.77	633.68	67.37	28.79
0.511	675.26	152.63	24.18
0.426	217.89	67.37	40.32
0.269	134.74	143.16	5.73
0.801	134.74	200.0	1.12
0.566	716.84	181.05	10.34
0.717	800.0	181.05	5.73
0.356	508.95	190.53	14.96
0.623	51.58	20.0	33.4
0.297	508.95	171.58	26.48
0.641	259.47	95.79	3.43
0.888	758.42	38.95	8.04
0.796	675.26	67.37	8.04
0.601	675.26	124.21	24.18
0.672	633.68	95.79	33.4
0.124	176.32	114.74	19.57
0.136	93.16	133.68	8.04
0.738	550.53	67.37	14.96
0.803	633.68	57.89	12.65
0.305	93.16	171.58	3.43
0.562	758.42	152.63	28.79
0.043	301.05	162.11	38.01
0.457	93.16	38.95	14.96
0.405	467.37	152.63	14.96
0.887	758.42	38.95	28.79
0.434	301.05	86.32	24.18
0.0	51.58	200.0	35.71
0.669	633.68	162.11	5.73
0.622	758.42	133.68	19.57
0.185	176.32	200.0	8.04
0.304	425.79	181.05	14.96
0.653	467.37	76.84	38.01
0.505	800.0	181.05	31.1
0.655	467.37	76.84	17.26
0.921	342.63	190.53	1.12
0.506	467.37	124.21	12.65
0.717	342.63	48.42	14.96
0.676	758.42	114.74	17.26
0.0	93.16	181.05	31.1
0.841	93.16	20.0	1.12
0.062	176.32	162.11	17.26
0.03	134.74	95.79	33.4
0.793	384.21	38.95	14.96
0.532	675.26	190.53	10.34
0.0	134.74	133.68	35.71
0.588	259.47	143.16	3.43
0.853	716.84	48.42	10.34
0.0	10.0	181.05	17.26
0.438	93.16	38.95	24.18
0.266	259.47	95.79	35.71
0.949	425.79	29.47	1.12
0.855	425.79	29.47	40.32
0.572	758.42	190.53	10.34
0.475	675.26	171.58	19.57
0.263	176.32	76.84	24.18
0.894	384.21	20.0	12.65
0.634	592.11	181.05	5.73
0.316	10.0	162.11	1.12
0.001	93.16	105.26	33.4
0.858	800.0	105.26	3.43
0.496	384.21	105.26	12.65
0.624	425.79	76.84	19.57
0.05	217.89	152.63	24.18
0.024	134.74	200.0	14.96
0.81	758.42	67.37	10.34
0.309	384.21	124.21	35.71
0.939	716.84	20.0	21.87
0.148	425.79	171.58	38.01
0.01	134.74	162.11	21.87
0.423	508.95	133.68	40.32
0.465	675.26	171.58	21.87
0.916	508.95	20.0	24.18
0.638	508.95	86.32	26.48
0.789	592.11	57.89	19.57
0.0	10.0	48.42	38.01
0.861	758.42	48.42	12.65
0.722	301.05	67.37	3.43
0.613	716.84	133.68	14.96
0.563	301.05	67.37	19.57
0.828	342.63	29.47	26.48
0.007	259.47	200.0	33.4
0.126	384.21	181.05	28.79
0.434	259.47	76.84	24.18
0.847	550.53	38.95	38.01
0.975	800.0	76.84	1.12
0.129	301.05	181.05	19.57
0.662	384.21	200.0	3.43
0.561	259.47	181.05	3.43
0.555	550.53	114.74	21.87
0.807	758.42	67.37	35.71
0.218	467.37	171.58	33.4
0.477	384.21	105.26	14.96
0.651	716.84	114.74	31.1
0.696	716.84	124.21	8.04
0.381	425.79	124.21	28.79
0.866	633.68	38.95	21.87
0.0	10.0	190.53	24.18
0.149	508.95	200.0	40.32
0.176	176.32	105.26	17.26
0.105	134.74	133.68	12.65
0.742	51.58	29.47	1.12
0.726	758.42	95.79	35.71
0.452	800.0	200.0	31.1
0.097	425.79	200.0	33.4
0.916	508.95	20.0	12.65
0.91	467.37	20.0	24.18
0.68	217.89	38.95	14.96
0.454	134.74	57.89	8.04
0.385	384.21	143.16	12.65
0.356	259.47	86.32	28.79
0.793	384.21	38.95	33.4
0.688	550.53	114.74	5.73
0.15	176.32	124.21	14.96
0.623	301.05	57.89	38.01
0.0	51.58	143.16	24.18
0.601	508.95	95.79	19.57
0.916	508.95	20.0	14.96
0.267	508.95	171.58	33.4
0.0	134.74	190.53	35.71
0.059	342.63	190.53	31.1
0.427	259.47	76.84	31.1
0.0	10.0	124.21	21.87
0.556	467.37	114.74	10.34
0.202	508.95	200.0	28.79
0.002	51.58	67.37	33.4
0.397	633.68	171.58	35.71
0.205	384.21	152.63	28.79
0.001	51.58	114.74	21.87
0.25	51.58	114.74	3.43
0.569	425.79	152.63	5.73
0.968	633.68	29.47	1.12
0.792	217.89	29.47	3.43
0.03	259.47	162.11	33.4
0.284	93.16	200.0	3.43
0.814	675.26	57.89	28.79
0.934	301.05	20.0	1.12
0.496	592.11	152.63	14.96
0.37	10.0	20.0	5.73
0.584	384.21	86.32	10.34
0.902	425.79	20.0	17.26
0.355	467.37	143.16	26.48
0.617	758.42	133.68	35.71
0.562	800.0	162.11	24.18
0.242	176.32	76.84	28.79
0.932	384.21	171.58	1.12
0.974	800.0	181.05	1.12
0.139	425.79	200.0	26.48
0.506	633.68	143.16	31.1
0.183	176.32	86.32	26.48
0.606	633.68	114.74	31.1
0.468	633.68	152.63	38.01
0.118	259.47	152.63	21.87
0.705	633.68	86.32	31.1
0.884	342.63	20.0	8.04
0.007	51.58	162.11	12.65
0.476	508.95	124.21	26.48
0.0	10.0	181.05	26.48
0.312	342.63	181.05	10.34
0.59	800.0	162.11	14.96
0.927	592.11	20.0	40.32
0.874	675.26	38.95	31.1
0.154	259.47	114.74	33.4
0.389	93.16	48.42	10.34
0.232	134.74	95.79	10.34
0.776	134.74	20.0	26.48
0.716	342.63	48.42	35.71
0.615	633.68	114.74	17.26
0.894	384.21	20.0	31.1
0.456	134.74	67.37	5.73
0.096	425.79	190.53	38.01
0.369	10.0	95.79	1.12
0.692	384.21	57.89	38.01
0.004	134.74	114.74	35.71
0.844	675.26	48.42	26.48
0.0	10.0	95.79	38.01
0.47	467.37	124.21	17.26
0.607	342.63	67.37	17.26
0.0	10.0	152.63	26.48
0.167	508.95	200.0	35.71
0.659	259.47	48.42	10.34
0.106	134.74	105.26	17.26
0.292	467.37	152.63	33.4
0.0	93.16	200.0	24.18
0.317	176.32	67.37	38.01
0.395	10.0	76.84	1.12
0.323	342.63	114.74	26.48
0.146	342.63	181.05	21.87
0.323	384.21	133.68	21.87
0.308	93.16	48.42	21.87
